Customer Review,Emotion,word_count,cleaned_text,encoded_emotion
barang sesuai deskripsi pengiriman cepat seller responship dan ramahterimakasih seller dan tokopedia,Happy,12,barang sesuai deskripsi pengiriman cepat seller responship dan ramahterimakasih seller dan tokopedia,2
"produk sesuai, pengiriman cepat. harganya 1ribu pas flash sale. oke banget.",Happy,11,produk sesuai pengiriman cepat harganya ribu pas flash sale oke banget,2
murah meriah tp bagus..nyaman dipakai..tulisan jg terlihat lebih rapih..,Happy,9,murah meriah tp bagusnyaman dipakaitulisan jg terlihat lebih rapih,2
terima kasih banyak produk bagus selalu,Happy,6,terima kasih banyak produk bagus selalu,2
"Paket sudah sampai dengan selamat, pertahankan kualitas pelayanan dan harganya.. thanks seller dan tokped ..",Happy,15,paket sudah sampai dengan selamat pertahankan kualitas pelayanan dan harganya thanks seller dan tokped,2
"dapat flash sale 1000 dapat sekotak isi 12.. murah bangettttt.... produk bagus.. sesuai deskripsi, pengiriman cepat, packing aman... Terima kasih seller n toped..",Happy,23,dapat flash sale dapat sekotak isi murah bangettttt produk bagus sesuai deskripsi pengiriman cepat packing aman terima kasih seller n toped,2
"Hore dpt harga kejar diskon.. trnyata produk ori, paking aman, isiny byk n pulpen ny enak d pakai.. anak juga suka bgt.. makasih joyko",Happy,24,hore dpt harga kejar diskon trnyata produk ori paking aman isiny byk n pulpen ny enak d pakai anak juga suka bgt makasih joyko,2
"respon toko cepat dan pengiriman lancar, barang dikemas dengan aman, mantap thanks.",Happy,12,respon toko cepat dan pengiriman lancar barang dikemas dengan aman mantap thanks,2
"Puas banget belanja di sini. Sellernya ramah banget, fast respon. Pengirimannya juga lumayan cepat. Barangnya memuaskan. Packingnya aman jadi barang gak ada cacat sama sekali.",Happy,25,puas banget belanja di sini sellernya ramah banget fast respon pengirimannya juga lumayan cepat barangnya memuaskan packingnya aman jadi barang gak ada cacat sama sekali,2
"barangnya sudah sampai, tidak ada yang rusak atau robek, barangnya original, real pick, packingnya bagus, pengiriman sangat cepat kurir ramah, pokoknya amanah deh kalo mau belanja di toko joyko official store... ????",Happy,32,barangnya sudah sampai tidak ada yang rusak atau robek barangnya original real pick packingnya bagus pengiriman sangat cepat kurir ramah pokoknya amanah deh kalo mau belanja di toko joyko official store,2
"pengiriman cepat, packaging nya okeee banget, isinya sesuai, ga gampang macet pas dipakai, pokonya bagusss bangettt terima kasih joyko????",Happy,19,pengiriman cepat packaging nya okeee banget isinya sesuai ga gampang macet pas dipakai pokonya bagusss bangettt terima kasih joyko,2
"persediaan stok buat kakak sekolah, selalu joyko pilihannya, barang original. Terimakasih buat pelayanan yang diberikan terbaik deh:)",Happy,17,persediaan stok buat kakak sekolah selalu joyko pilihannya barang original terimakasih buat pelayanan yang diberikan terbaik deh,2
"Respon penjual baik, Pengiriman sangat cepat, Barang sesuai dengan pesanan, Cukup memuaskan. Thank youu..",Happy,14,respon penjual baik pengiriman sangat cepat barang sesuai dengan pesanan cukup memuaskan thank youu,2
"Packing rapi, kualitas produk ok, pengiriman sangat cepat, respon seller ok",Happy,11,packing rapi kualitas produk ok pengiriman sangat cepat respon seller ok,2
Pesanan sdh diterima dlm keadaan baik dan fast respond dr seller mantap,Happy,12,pesanan sdh diterima dlm keadaan baik dan fast respond dr seller mantap,2
cepat........harga oke...sesuai pesanan.,Happy,3,cepatharga okesesuai pesanan,2
"Pelayanan Seller dan Deliver nya sangat cepat dan memuaskan...terima kasih atkasemka,anteraja dan TokoPedia.",Happy,13,pelayanan seller dan deliver nya sangat cepat dan memuaskanterima kasih atkasemkaanteraja dan tokopedia,2
"Ok banget, beli 2 skaligus, barang baguss banget",Happy,8,ok banget beli skaligus barang baguss banget,2
mantap langsung dipakai anak untuk belajar,Happy,6,mantap langsung dipakai anak untuk belajar,2
"Murah dan mudah digunakan, setidaknya nya bermanfaat dan packing cukup aman tebal bubble wrapnya. See you again",Happy,17,murah dan mudah digunakan setidaknya nya bermanfaat dan packing cukup aman tebal bubble wrapnya see you again,2
kecewa dan sangat kecewa. pertama belanja sdh salah belanja ke dua berharap ada perubahan tp ttp salah.,Sadness,17,kecewa dan sangat kecewa pertama belanja sdh salah belanja ke dua berharap ada perubahan tp ttp salah,4
"sedikit kecewa pesanan pembayaran nya 2 tp di kirim 1 saja ,seharusnya owner hrs lebih teliti biarpun saya minta biru tetapi pembayaran. nya 2 Intem dikirm saja 2 hitamnya dan minta resi saya sdh terlanjur di buang resi kecil ya.",Sadness,40,sedikit kecewa pesanan pembayaran nya tp di kirim saja seharusnya owner hrs lebih teliti biarpun saya minta biru tetapi pembayaran nya intem dikirm saja hitamnya dan minta resi saya sdh terlanjur di buang resi kecil ya,4
kualitas kurang,Sadness,2,kualitas kurang,4
sangat kecewa sekali,Sadness,3,sangat kecewa sekali,4
"Mengecewakan sih, pesan lebih dr 10 item, dikirim hanya 4, setelah komplain dikembalikan, hanya PHP saja. selain itu respon & pengiriman lama, pesan tgl 11, diterima tgl 16",Sadness,28,mengecewakan sih pesan lebih dr item dikirim hanya setelah komplain dikembalikan hanya php saja selain itu respon pengiriman lama pesan tgl diterima tgl,4
proses pengiriman sangat mengecewakan,Sadness,4,proses pengiriman sangat mengecewakan,4
produk dikirim tidak sesuai. harusnya 7911,Sadness,6,produk dikirim tidak sesuai harusnya,4
"Mengecewakan. Kemasan luar kertas sobek besar. Kelihatannya seperti karena basah, krn ada bagian ujung kertas yg melengkung. Padahal pengiriman d pack dgn bubble wrap. Saya terima krn saya gak sempat bikin video unboxing",Sadness,33,mengecewakan kemasan luar kertas sobek besar kelihatannya seperti karena basah krn ada bagian ujung kertas yg melengkung padahal pengiriman d pack dgn bubble wrap saya terima krn saya gak sempat bikin video unboxing,4
"bungkusan barang robek, ada bagian kertas yg sudah kuning menandakan barang sudah lama terbuka. sangat mengecewakan",Sadness,16,bungkusan barang robek ada bagian kertas yg sudah kuning menandakan barang sudah lama terbuka sangat mengecewakan,4
Kecewa beli di sini...order gunting tp tidak di kirim.kata ya kalau order untuk ke 2 kali ya bakal dikirim nyala nya zonkkkkkkk,Sadness,22,kecewa beli di siniorder gunting tp tidak di kirimkata ya kalau order untuk ke kali ya bakal dikirim nyala nya zonkkkkkkk,4
Ada cacat pada saat sampai di rumah ??,Sadness,8,ada cacat pada saat sampai di rumah,4
Barang rusak sebagian.,Sadness,3,barang rusak sebagian,4
"riject bener2 kecewa, langganan bukan cuma beli sekali tapi barang ga di cek saat mau packing",Sadness,16,riject bener kecewa langganan bukan cuma beli sekali tapi barang ga di cek saat mau packing,4
paket datang dengan kondisi dusnya sebagian rusak dan kotor kayak bekas jatuh. dicek dalemnya lakban nya pun penyok-penyok. menyedihkan.,Sadness,19,paket datang dengan kondisi dusnya sebagian rusak dan kotor kayak bekas jatuh dicek dalemnya lakban nya pun penyokpenyok menyedihkan,4
"sesuai gambar, tapi tidak memuaskan pelayanannya.. komplain tidak di respon dgn baik.",Sadness,12,sesuai gambar tapi tidak memuaskan pelayanannya komplain tidak di respon dgn baik,4
"Sungguh menyedihkan. Beli 7 pcs tapi barang pecah 3pcs ,Sdh komplain garansi 2minggu nggak beres2",Sadness,15,sungguh menyedihkan beli pcs tapi barang pecah pcs sdh komplain garansi minggu nggak beres,4
"pecah 1, kondisi mash di plastik bubble wrap",Sadness,8,pecah kondisi mash di plastik bubble wrap,4
ga ada tanggapan mau komplain...padahal saya beli bukan minta...kecewa????,Sadness,9,ga ada tanggapan mau komplainpadahal saya beli bukan mintakecewa,4
"butuh cepet di kirim lama di respon pun lama yang jual amanah brather,jujur nyesel gw beli di toko ini",Sadness,19,butuh cepet di kirim lama di respon pun lama yang jual amanah bratherjujur nyesel gw beli di toko ini,4
"kecewa, keterangannya 90 yard tapi yang datang 72 yard",Sadness,9,kecewa keterangannya yard tapi yang datang yard,4
tidak sesuai pesanan,Sadness,3,tidak sesuai pesanan,4
sangat buruk dan kecewa pakingan gak rapih cuma pake bubble warp aja jadi pas paket sampe udah sobek.,Sadness,18,sangat buruk dan kecewa pakingan gak rapih cuma pake bubble warp aja jadi pas paket sampe udah sobek,4
barang amat sangat mengecewakan tidak layak pakai.. jangankan Untuk menahan beban 2kg untuk menahan beban nya sendiri ajah GK mampu(alias GK nempel),Sadness,22,barang amat sangat mengecewakan tidak layak pakai jangankan untuk menahan beban kg untuk menahan beban nya sendiri ajah gk mampualias gk nempel,4
barang yg saya terima tidak sesuai pesanan. barang yg saya order adalah ukuran 58x40 tapi yg datang adalah ukuran 57x30. dan tidak ada merek kecewa bgt dan tidak mau order lagi.,Sadness,31,barang yg saya terima tidak sesuai pesanan barang yg saya order adalah ukuran x tapi yg datang adalah ukuran x dan tidak ada merek kecewa bgt dan tidak mau order lagi,4
ORDER 11 DATANGNYA CUMA 6.. SEDIH BANGET.. NOT RECOMENDED,Sadness,9,order datangnya cuma sedih banget not recomended,4
kecewa 90yard tipis sialan gua liat komen pada sama bilng tipis rugii,Sadness,12,kecewa yard tipis sialan gua liat komen pada sama bilng tipis rugii,4
lakban tipis bukan 90 yard kecewa,Sadness,6,lakban tipis bukan yard kecewa,4
"kecewa sekali tidak sesuai descripsi, ukuran 90 yard, boong banget, sangat tipis sekali.",Sadness,13,kecewa sekali tidak sesuai descripsi ukuran yard boong banget sangat tipis sekali,4
pelayanan mengecewakan,Sadness,2,pelayanan mengecewakan,4
Respon jelek,Sadness,2,respon jelek,4
gampang putus :( kurang mantep dipake nya,Sadness,7,gampang putus kurang mantep dipake nya,4
"ini sih bukan 3m asli mengecewakan ,udah beli 10 tp gini",Sadness,11,ini sih bukan m asli mengecewakan udah beli tp gini,4
"Tutup retak sehingga saat diterima, sudah lepas dari markernya. Marker jadi kering. Kecewa banget.",Sadness,14,tutup retak sehingga saat diterima sudah lepas dari markernya marker jadi kering kecewa banget,4
"Sori to say, review jujur ini bikin kecewa pelanggan sih. Barang habis tapi tidak dikonfirmasi dulu sblm dikirim. Min, mon maap kan ada teknologi chat di aplikasi ya, knp kok ngga konfirmasi dulu di chat? Saya sudah terlanjur klik pesanan selesai, tidak bisa ajukan pengembalian dana. Pembeli yg lain silakan dicermati kalau mau beli disini ya, hati2. Makasih.",Sadness,58,sori to say review jujur ini bikin kecewa pelanggan sih barang habis tapi tidak dikonfirmasi dulu sblm dikirim min mon maap kan ada teknologi chat di aplikasi ya knp kok ngga konfirmasi dulu di chat saya sudah terlanjur klik pesanan selesai tidak bisa ajukan pengembalian dana pembeli yg lain silakan dicermati kalau mau beli disini ya hati makasih,4
"belum tahu dimana keberadaannya, setelah dibuka bungkusannya ternyata tidak dikirim bersamaan dengan paket diskon yg lain. saya sebaga pembeli juga salah karena langsung menyelesaikan transaksi begitu dapat kabar ada paket dari satpam tanpa memeriksanya. mengecewakan sekali pelayanan Deli meskipun diskon.",Sadness,40,belum tahu dimana keberadaannya setelah dibuka bungkusannya ternyata tidak dikirim bersamaan dengan paket diskon yg lain saya sebaga pembeli juga salah karena langsung menyelesaikan transaksi begitu dapat kabar ada paket dari satpam tanpa memeriksanya mengecewakan sekali pelayanan deli meskipun diskon,4
"Minta yg pink, dikirim yg biru, terus Dapet yang penyok :( kecewa banget ih",Sadness,14,minta yg pink dikirim yg biru terus dapet yang penyok kecewa banget ih,4
"udahhh responnya lama . estimasi 11-12 Dateng ya 13. carabungkusnya ga rapih, dalemannya ristek pulaaa . kecewa sihh ini mah !!!!",Sadness,21,udahhh responnya lama estimasi dateng ya carabungkusnya ga rapih dalemannya ristek pulaaa kecewa sihh ini mah,4
"Jelek banget lakbannya, sangat tipis dan terlalu lengket.. yg lengket malah 2 sisi yaitu bagian bawah dan atas jadinya sangat mengganggu... ??karna bisa mengakibatkan paket orang lain menempel pada paket kita dan penyok!??",Anger,33,jelek banget lakbannya sangat tipis dan terlalu lengket yg lengket malah sisi yaitu bagian bawah dan atas jadinya sangat mengganggu karna bisa mengakibatkan paket orang lain menempel pada paket kita dan penyok,0
Sellernya sombong dan gak sopan!,Anger,5,sellernya sombong dan gak sopan,0
Kacau beli lebih dari 1 lusin gak di kardusin.,Anger,9,kacau beli lebih dari lusin gak di kardusin,0
"KURANG TELITI, SAYA PESAN HITAM 1 DAN MERAH 1 YG DIKIRIM HITAM SEMUA",Anger,13,kurang teliti saya pesan hitam dan merah yg dikirim hitam semua,0
barang datang dalam kondisi rusak parah.lcd pecah.,Anger,7,barang datang dalam kondisi rusak parahlcd pecah,0
"Sudah punya jenis yg sama Made in China juga, tapi yg ini bahannya lebih jelek.",Anger,15,sudah punya jenis yg sama made in china juga tapi yg ini bahannya lebih jelek,0
"Seller TDK Kooperatif, menyebalkan!!!!",Anger,4,seller tdk kooperatif menyebalkan,0
Beli bolpen dan refill... kok yg dikirim mainan anak. Bagaimana tanggung jawab toko nih!!!,Anger,14,beli bolpen dan refill kok yg dikirim mainan anak bagaimana tanggung jawab toko nih,0
Pelayanannya sangat buruk,Anger,3,pelayanannya sangat buruk,0
sangat sangat sangat sangat slow respon,Anger,6,sangat sangat sangat sangat slow respon,0
barangnya tidak ada di kemasan,Anger,5,barangnya tidak ada di kemasan,0
"seller busuk, packing sembarangan ga niat, info produk nipu.. blgnya 7.5m tp kenyataannya 1.5m, jujur dikit bos kl jualan",Anger,19,seller busuk packing sembarangan ga niat info produk nipu blgnya m tp kenyataannya m jujur dikit bos kl jualan,0
adminnya kebanyakan bac00t.. lamban bgt.. kecewa banget dehhh,Anger,8,adminnya kebanyakan bact lamban bgt kecewa banget dehhh,0
"pelayanan sangat buruk, no debat!",Anger,5,pelayanan sangat buruk no debat,0
Pengiriman lama banget. Dari order - tiba di tujuan 7 hari. Padahal order tempat lain 2 hari sampai,Anger,18,pengiriman lama banget dari order tiba di tujuan hari padahal order tempat lain hari sampai,0
packing buruk. kertas sampai pada sobek bungkusnya.,Anger,7,packing buruk kertas sampai pada sobek bungkusnya,0
"tokonya songgong brg rusak minta dibebanin ke konsumen, ngak usah jd penjual kalo bubble dibebankan ke. pembeli",Anger,17,tokonya songgong brg rusak minta dibebanin ke konsumen ngak usah jd penjual kalo bubble dibebankan ke pembeli,0
Pesan barang tapi pas promo 11.11 tapi tidak dikirim malah disuruh refund duit yg dikirim cuma barang hak sale! GAJELAS SALE NYA! Nipu bgt itu sale padahal official store,Anger,29,pesan barang tapi pas promo tapi tidak dikirim malah disuruh refund duit yg dikirim cuma barang hak sale gajelas sale nya nipu bgt itu sale padahal official store,0
pengiriman lama banget parah,Anger,4,pengiriman lama banget parah,0
Minta warna putih dikasih hijau.. Seller banyak alasan babibu..,Anger,9,minta warna putih dikasih hijau seller banyak alasan babibu,0
BARANG PECAH DIKIRIM,Anger,3,barang pecah dikirim,0
ini seller ngeyel bgt.. uda 3x belanjanya thermal 100x150 dgn beratnya 900gr per roll.. kali ini dpt 12 roll berat 600gr.. diminta retur byk x alasan.. jelas ini penurunan kualitas atao isi.. silahkan kalian yg srg belanja cek aja.. jualan kgk usa bgitunya..,Anger,43,ini seller ngeyel bgt uda x belanjanya thermal x dgn beratnya gr per roll kali ini dpt roll berat gr diminta retur byk x alasan jelas ini penurunan kualitas atao isi silahkan kalian yg srg belanja cek aja jualan kgk usa bgitunya,0
FIX BUKAN 90YARD TERNYATA TEBALNYA HANYA 9 mm TIPIS BOSS GAK SESUAI JUDUL!!!,Anger,13,fix bukan yard ternyata tebalnya hanya mm tipis boss gak sesuai judul,0
"pengiriman lamaaaaaa banget, sampai sudah beli ditempat lain baru datang, pengiriman lebih 1 bulan...kacau ??",Anger,15,pengiriman lamaaaaaa banget sampai sudah beli ditempat lain baru datang pengiriman lebih bulankacau,0
"BELI 11, DIKIRIM CUMA 6, KOMPLAIN NO RESPON, GAK SOLUTIF, RUGI BELI DISINI, KAPOK ??????",Anger,15,beli dikirim cuma komplain no respon gak solutif rugi beli disini kapok,0
"toko benalu, gk jelas barangnya.. sampah",Anger,6,toko benalu gk jelas barangnya sampah,0
"nipu,ini mah bukan 90 yard wkwkwk kaco",Anger,7,nipuini mah bukan yard wkwkwk kaco,0
sellernya aneh.. jawabnya apa.. yg dilakuin apa.. ga singkron . ribet,Anger,11,sellernya aneh jawabnya apa yg dilakuin apa ga singkron ribet,0
Barang nya kw!!! Lengket sangat lemah beda dengan 3M ori,Anger,10,barang nya kw lengket sangat lemah beda dengan m ori,0
"BARANG TIDAK DIKIRIM, DELI RAJA DRAMA DI ECOM SINI ATUPUN ORANYE. JANGAN LAGI BELI DISINI KALO MEREKA NGADAIN PROMO. SAAT COMPLAIN DAN MAU KEKURANGAN BARANG DIKIRIM PUN TIDAK DI ACC ALASAN STOK KOSONG. JADI DANA DIKEMBALIKAN SESUAI HARGA PROMO. KALO GA NIAT BIKIN PROMO TOLONG GA USAH BIKIN, KALO NAMA DELI JELEK KAN DELI SENDIRI YANG RUGI. BYE GA AKAN BELI DELI LAGI",Anger,63,barang tidak dikirim deli raja drama di ecom sini atupun oranye jangan lagi beli disini kalo mereka ngadain promo saat complain dan mau kekurangan barang dikirim pun tidak di acc alasan stok kosong jadi dana dikembalikan sesuai harga promo kalo ga niat bikin promo tolong ga usah bikin kalo nama deli jelek kan deli sendiri yang rugi bye ga akan beli deli lagi,0
